date,key,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
2020-06-19,US_MD,90,10447,648,,,261,,,
2020-06-19,US_ME,5,328,26,,,11,,,5
2020-06-19,US_MI,,,557,,,209,,,99
2020-06-19,US_MN,30,3748,339,6,1150,168,,,
2020-06-19,US_MO,,,594,,,,,,70
2020-06-19,US_MS,0,2767,661,,,159,,,108
2020-06-19,US_MT,1,82,9,,,,,,
2020-06-19,US_NC,,,871,,,,,,
2020-06-19,US_ND,2,210,26,,,,,,
2020-06-19,US_NE,25,1166,149,,,,,,
2020-06-19,US_NH,2,533,56,2,158,,,,
2020-06-19,US_NJ,257,19267,1177,,,286,,,231
2020-06-19,US_NM,11,1726,157,,,,,,
2020-06-19,US_NV,,,370,,,87,,,49
2020-06-19,US_NY,0,89995,1284,,,359,,,256
2020-06-19,US_OH,63,7167,525,13,1820,200,,,133
2020-06-19,US_OK,63,1209,211,,,96,,,
2020-06-19,US_OR,13,946,154,,,50,0,,29
2020-06-19,US_PA,0,,731,,,,,,169
2020-06-19,US_PR,,,78,,,7,,,3
2020-06-19,US_RI,11,1922,123,,,23,,,12
2020-06-19,US_SC,239,2294,660,,,,,,
2020-06-19,US_SD,4,589,95,,,,,,
2020-06-19,US_TN,29,2238,416,,,,,,
2020-06-19,US_TX,,,3148,,,,,,
2020-06-19,US_UT,25,1145,237,4,330,63,3,148,
2020-06-19,US_VA,75,8425,862,0,,251,0,,121
2020-06-19,US_VT,0,,8,,,,,,
2020-06-19,US_WA,21,3959,276,,,,,,47
2020-06-19,US_WI,17,3177,240,3,704,91,,,
2020-06-19,US_WV,0,,22,0,,6,0,,2
2020-06-19,US_WY,1,98,8,,,,,,
2020-06-19,ZA,0,,,0,,,0,,
2020-06-20,CH,,10,,,,,,0,
2020-06-20,CH_BE,0,3,,0,0,,0,0,
2020-06-20,CH_BL,0,0,,0,0,,0,0,
2020-06-20,CH_BS,0,3,,0,2,,,,
2020-06-20,CH_FR,0,,,0,,,,,
2020-06-20,CH_GR,0,0,,0,0,,0,0,
2020-06-20,CH_JU,0,0,,0,0,,,,
2020-06-20,CH_LU,0,,,0,,,,,
2020-06-20,CH_NE,-3,2,,-1,0,,0,0,
2020-06-20,CH_NW,0,0,,0,0,,,,
2020-06-20,CH_SZ,0,,,,,,,,
2020-06-20,CH_TG,0,0,,0,0,,,,
2020-06-20,CH_TI,0,6,,0,0,,0,0,
2020-06-20,CH_VD,1,30,,0,3,,,,
2020-06-20,CH_VS,1,12,,0,1,,0,1,
2020-06-20,CH_ZG,0,0,,0,0,,,,
2020-06-20,FR,90,110935,9727,,,683,,,
2020-06-20,FR_ARA,9,10970,613,,,35,,,
2020-06-20,FR_ARA_01,0,626,61,,,0,,,
2020-06-20,FR_ARA_03,0,261,10,,,1,,,
2020-06-20,FR_ARA_07,0,662,3,,,1,,,
2020-06-20,FR_ARA_15,0,73,9,,,0,,,
2020-06-20,FR_ARA_26,0,713,25,,,1,,,
2020-06-20,FR_ARA_38,0,935,57,,,4,,,
2020-06-20,FR_ARA_42,0,1368,104,,,7,,,
2020-06-20,FR_ARA_43,0,157,2,,,0,,,
2020-06-20,FR_ARA_63,0,259,17,,,2,,,
2020-06-20,FR_ARA_69,9,4360,206,,,16,,,
2020-06-20,FR_ARA_73,0,500,25,,,0,,,
2020-06-20,FR_ARA_74,0,1056,94,,,3,,,
2020-06-20,FR_BFC,0,5362,173,,,12,,,
2020-06-20,FR_BFC_21,0,1335,24,,,2,,,
2020-06-20,FR_BFC_25,0,792,22,,,3,,,
2020-06-20,FR_BFC_39,0,393,12,,,0,,,
2020-06-20,FR_BFC_58,0,136,11,,,1,,,
2020-06-20,FR_BFC_70,0,371,19,,,0,,,
2020-06-20,FR_BFC_71,0,1138,38,,,4,,,
2020-06-20,FR_BFC_89,0,471,20,,,1,,,
2020-06-20,FR_BFC_90,0,726,27,,,1,,,
2020-06-20,FR_BRE,0,1622,117,,,6,,,
2020-06-20,FR_BRE_22,0,277,19,,,1,,,
2020-06-20,FR_BRE_29,0,236,18,,,0,,,
2020-06-20,FR_BRE_35,0,607,51,,,3,,,
2020-06-20,FR_BRE_56,0,502,29,,,2,,,
2020-06-20,FR_COR,0,409,16,,,2,,,
2020-06-20,FR_COR_2A,0,253,15,,,1,,,
2020-06-20,FR_COR_2B,0,156,1,,,1,,,
2020-06-20,FR_CVL,1,3116,456,,,20,,,
2020-06-20,FR_CVL_18,0,314,42,,,0,,,
2020-06-20,FR_CVL_28,0,757,96,,,9,,,
2020-06-20,FR_CVL_36,0,280,81,,,3,,,
2020-06-20,FR_CVL_37,0,501,66,,,3,,,
2020-06-20,FR_CVL_41,1,414,88,,,0,,,
2020-06-20,FR_CVL_45,0,850,83,,,5,,,
2020-06-20,FR_GES,9,17939,1297,,,70,,,
2020-06-20,FR_GES_08,0,367,13,,,3,,,
2020-06-20,FR_GES_10,2,959,27,,,3,,,
2020-06-20,FR_GES_51,3,1432,91,,,5,,,
2020-06-20,FR_GES_52,1,455,28,,,1,,,
2020-06-20,FR_GES_54,0,1748,103,,,7,,,
2020-06-20,FR_GES_55,0,737,18,,,2,,,
2020-06-20,FR_GES_57,0,3585,294,,,26,,,
2020-06-20,FR_GES_67,1,3545,358,,,8,,,
2020-06-20,FR_GES_68,2,4117,328,,,15,,,
2020-06-20,FR_GES_88,0,994,37,,,0,,,
2020-06-20,FR_GF,23,696,210,,,24,,,
2020-06-20,FR_GUA,0,250,12,,,0,,,
2020-06-20,FR_HDF,6,9646,1108,,,79,,,
2020-06-20,FR_HDF_02,2,1479,113,,,8,,,
2020-06-20,FR_HDF_59,2,3448,470,,,34,,,
2020-06-20,FR_HDF_60,1,1691,249,,,7,,,
2020-06-20,FR_HDF_62,1,1950,193,,,24,,,
2020-06-20,FR_HDF_80,0,1078,83,,,6,,,
2020-06-20,FR_IDF,23,41179,4419,,,339,,,
2020-06-20,FR_IDF_75,3,9044,611,,,78,,,
2020-06-20,FR_IDF_77,0,3624,291,,,36,,,
2020-06-20,FR_IDF_78,1,3124,453,,,25,,,
2020-06-20,FR_IDF_91,0,3336,466,,,40,,,
2020-06-20,FR_IDF_92,1,6416,803,,,64,,,
2020-06-20,FR_IDF_93,13,5644,749,,,66,,,
2020-06-20,FR_IDF_94,4,6306,659,,,23,,,
2020-06-20,FR_IDF_95,1,3685,387,,,7,,,
2020-06-20,FR_LRE,0,322,46,,,6,,,
2020-06-20,FR_MAY,6,784,74,,,16,,,
2020-06-20,FR_MQ,1,238,24,,,6,,,
2020-06-20,FR_NAQ,1,3221,138,,,16,,,
2020-06-20,FR_NAQ_16,0,108,4,,,1,,,
2020-06-20,FR_NAQ_17,0,308,15,,,1,,,
2020-06-20,FR_NAQ_19,0,219,0,,,0,,,
2020-06-20,FR_NAQ_23,0,111,7,,,3,,,
2020-06-20,FR_NAQ_24,1,181,12,,,0,,,
2020-06-20,FR_NAQ_33,0,1344,71,,,10,,,
2020-06-20,FR_NAQ_40,0,95,5,,,1,,,
2020-06-20,FR_NAQ_47,0,97,8,,,0,,,
2020-06-20,FR_NAQ_64,0,268,1,,,0,,,
2020-06-20,FR_NAQ_79,0,116,3,,,0,,,
2020-06-20,FR_NAQ_86,0,203,7,,,0,,,
2020-06-20,FR_NAQ_87,0,171,5,,,0,,,
2020-06-20,FR_NOR,7,2464,251,,,13,,,
2020-06-20,FR_NOR_14,0,473,27,,,1,,,
2020-06-20,FR_NOR_27,2,347,51,,,0,,,
2020-06-20,FR_NOR_50,0,246,37,,,4,,,
2020-06-20,FR_NOR_61,0,316,40,,,3,,,
2020-06-20,FR_NOR_76,5,1082,96,,,5,,,
2020-06-20,FR_OCC,1,3873,98,,,15,,,
2020-06-20,FR_OCC_09,0,46,1,,,1,,,
2020-06-20,FR_OCC_11,1,441,3,,,1,,,
2020-06-20,FR_OCC_12,0,177,1,,,0,,,
2020-06-20,FR_OCC_30,0,458,24,,,2,,,
2020-06-20,FR_OCC_31,0,735,41,,,3,,,
2020-06-20,FR_OCC_32,0,144,2,,,1,,,
2020-06-20,FR_OCC_34,0,869,11,,,1,,,
2020-06-20,FR_OCC_46,0,202,1,,,0,,,
2020-06-20,FR_OCC_48,0,24,0,,,0,,,
2020-06-20,FR_OCC_65,0,197,5,,,2,,,
2020-06-20,FR_OCC_66,0,370,1,,,1,,,
2020-06-20,FR_OCC_81,0,155,5,,,2,,,
2020-06-20,FR_OCC_82,0,55,3,,,1,,,
2020-06-20,FR_PAC,2,7140,652,,,43,,,
2020-06-20,FR_PAC_04,0,157,3,,,0,,,
2020-06-20,FR_PAC_05,0,147,9,,,0,,,
2020-06-20,FR_PAC_06,0,994,65,,,1,,,
2020-06-20,FR_PAC_13,1,4405,446,,,38,,,
2020-06-20,FR_PAC_83,1,1086,101,,,4,,,
2020-06-20,FR_PAC_84,0,351,28,,,0,,,
2020-06-20,FR_PDL,1,2849,206,,,7,,,
2020-06-20,FR_PDL_44,0,910,66,,,4,,,
2020-06-20,FR_PDL_49,0,804,69,,,3,,,
2020-06-20,FR_PDL_53,0,237,7,,,0,,,
2020-06-20,FR_PDL_72,1,546,39,,,0,,,
2020-06-20,FR_PDL_85,0,352,25,,,0,,,
2020-06-20,GB_SCT,511,88084,,14,8467,,,,
2020-06-20,GB_SCT_S08000015,5,3400,,5,662,,,,
2020-06-20,GB_SCT_S08000016,9,2051,,5,518,,,,
2020-06-20,GB_SCT_S08000017,5,915,,5,496,,,,
2020-06-20,GB_SCT_S08000019,5,2549,,5,514,,,,
2020-06-20,GB_SCT_S08000020,46,5890,,5,744,,,,
2020-06-20,GB_SCT_S08000022,7,1512,,5,491,,,,
2020-06-20,GB_SCT_S08000024,123,15175,,6,1589,,,,
2020-06-20,GB_SCT_S08000025,106,9222,,5,475,,,,
2020-06-20,GB_SCT_S08000026,106,9222,,5,475,,,,
2020-06-20,GB_SCT_S08000028,5,435,,5,475,,,,
2020-06-20,GB_SCT_S08000029,52,6677,,5,567,,,,
2020-06-20,GB_SCT_S08000030,5,3660,,5,581,,,,
2020-06-20,GB_SCT_S08000031,234,36827,,5,2689,,,,
2020-06-20,GB_SCT_S08000032,39,9661,,5,1233,,,,
2020-06-20,IT,,,2626,,,152,,,
2020-06-20,IT_21,,,375,,,17,,,
2020-06-20,IT_23,,,4,,,0,,,
2020-06-20,IT_25,,,1455,,,54,,,
2020-06-20,IT_34,,,28,,,1,,,
2020-06-20,IT_36,,,17,,,1,,,
2020-06-20,IT_42,,,64,,,3,,,
2020-06-20,IT_45,,,151,,,11,,,
2020-06-20,IT_52,,,31,,,12,,,
2020-06-20,IT_55,,,7,,,2,,,
2020-06-20,IT_57,,,13,,,0,,,
2020-06-20,IT_62,,,286,,,39,,,
2020-06-20,IT_65,,,52,,,3,,,
2020-06-20,IT_67,,,2,,,0,,,
2020-06-20,IT_72,,,49,,,1,,,
2020-06-20,IT_75,,,33,,,1,,,
2020-06-20,IT_77,,,1,,,1,,,
2020-06-20,IT_78,,,18,,,0,,,
2020-06-20,IT_82,,,26,,,5,,,
2020-06-20,IT_88,,,9,,,0,,,
2020-06-20,IT_BZ,,,4,,,1,,,
2020-06-20,IT_TN,,,1,,,0,,,
2020-06-20,LU,,,14,,,1,,,
2020-06-20,MX,772,63197,,35,5449,,,,
2020-06-20,MX_AGU,4,449,,0,19,,,,
2020-06-20,MX_BCN,21,3690,,1,74,,,,
2020-06-20,MX_BCS,7,194,,0,22,,,,
2020-06-20,MX_CAM,8,494,,0,78,,,,
2020-06-20,MX_CHH,4,1408,,1,407,,,,
2020-06-20,MX_CHP,19,1310,,1,187,,,,
2020-06-20,MX_CMX,115,14729,,7,1299,,,,
2020-06-20,MX_COA,16,491,,0,22,,,,
2020-06-20,MX_COL,3,204,,2,18,,,,
2020-06-20,MX_DUR,4,302,,0,27,,,,
2020-06-20,MX_GRO,10,1615,,0,218,,,,
2020-06-20,MX_GUA,25,1322,,4,117,,,,
2020-06-20,MX_HID,30,1373,,1,122,,,,
2020-06-20,MX_JAL,35,1723,,1,178,,,,
2020-06-20,MX_MEX,101,11212,,3,373,,,,
2020-06-20,MX_MIC,8,1015,,0,64,,,,
2020-06-20,MX_MOR,13,1438,,1,52,,,,
2020-06-20,MX_NAY,10,430,,0,40,,,,
2020-06-20,MX_NLE,25,856,,0,150,,,,
2020-06-20,MX_OAX,43,1188,,3,135,,,,
2020-06-20,MX_PUE,34,2965,,2,299,,,,
2020-06-20,MX_QUE,9,737,,0,44,,,,
2020-06-20,MX_ROO,12,1180,,0,180,,,,
2020-06-20,MX_SIN,15,2669,,3,289,,,,
2020-06-20,MX_SLP,12,381,,1,58,,,,
2020-06-20,MX_SON,32,1645,,1,99,,,,
2020-06-20,MX_TAB,23,1854,,1,182,,,,
2020-06-20,MX_TAM,40,797,,1,48,,,,
2020-06-20,MX_TLA,7,687,,0,194,,,,
2020-06-20,MX_VER,55,3750,,0,356,,,,
2020-06-20,MX_YUC,30,856,,1,64,,,,
2020-06-20,MX_ZAC,2,233,,0,34,,,,
2020-06-20,NL,1,11785,,,,,,,
2020-06-20,NL_DR,0,116,,,,,,,
2020-06-20,NL_DR_0106,0,12,,,,,,,
2020-06-20,NL_DR_0109,0,13,,,,,,,
2020-06-20,NL_DR_0114,0,20,,,,,,,
2020-06-20,NL_DR_0118,0,19,,,,,,,
2020-06-20,NL_DR_0119,0,8,,,,,,,
2020-06-20,NL_DR_1680,0,1,,,,,,,
2020-06-20,NL_DR_1681,0,4,,,,,,,
2020-06-20,NL_DR_1690,0,11,,,,,,,
2020-06-20,NL_DR_1699,0,4,,,,,,,
2020-06-20,NL_DR_1701,0,9,,,,,,,
2020-06-20,NL_DR_1730,0,9,,,,,,,
2020-06-20,NL_DR_1731,0,6,,,,,,,
2020-06-20,NL_FL,0,267,,,,,,,
2020-06-20,NL_FL_0034,0,125,,,,,,,
2020-06-20,NL_FL_0050,0,12,,,,,,,
2020-06-20,NL_FL_0171,0,14,,,,,,,
2020-06-20,NL_FL_0184,0,22,,,,,,,
2020-06-20,NL_FL_0303,0,30,,,,,,,
2020-06-20,NL_FL_0995,0,64,,,,,,,
2020-06-20,NL_FR,0,130,,,,,,,
2020-06-20,NL_FR_0059,0,0,,,,,,,
2020-06-20,NL_FR_0060,0,0,,,,,,,
2020-06-20,NL_FR_0072,0,4,,,,,,,
2020-06-20,NL_FR_0074,0,13,,,,,,,
2020-06-20,NL_FR_0080,0,33,,,,,,,
2020-06-20,NL_FR_0085,0,3,,,,,,,
2020-06-20,NL_FR_0086,0,7,,,,,,,
2020-06-20,NL_FR_0088,0,0,,,,,,,
2020-06-20,NL_FR_0090,0,9,,,,,,,
2020-06-20,NL_FR_0093,0,0,,,,,,,
2020-06-20,NL_FR_0096,0,0,,,,,,,
2020-06-20,NL_FR_0098,0,3,,,,,,,
2020-06-20,NL_FR_0737,0,4,,,,,,,
2020-06-20,NL_FR_1891,0,2,,,,,,,
2020-06-20,NL_FR_1900,0,18,,,,,,,
2020-06-20,NL_FR_1940,0,16,,,,,,,
2020-06-20,NL_FR_1949,0,12,,,,,,,
2020-06-20,NL_FR_1970,0,6,,,,,,,
2020-06-20,NL_GE,0,1505,,,,,,,
2020-06-20,NL_GE_0197,0,9,,,,,,,
2020-06-20,NL_GE_0200,0,92,,,,,,,
2020-06-20,NL_GE_0202,0,67,,,,,,,
2020-06-20,NL_GE_0203,0,18,,,,,,,
2020-06-20,NL_GE_0209,0,19,,,,,,,
2020-06-20,NL_GE_0213,0,17,,,,,,,
2020-06-20,NL_GE_0214,0,17,,,,,,,
2020-06-20,NL_GE_0216,0,21,,,,,,,
2020-06-20,NL_GE_0221,0,9,,,,,,,
2020-06-20,NL_GE_0222,0,26,,,,,,,
2020-06-20,NL_GE_0225,0,25,,,,,,,
2020-06-20,NL_GE_0226,0,14,,,,,,,
2020-06-20,NL_GE_0228,0,54,,,,,,,
2020-06-20,NL_GE_0230,0,28,,,,,,,
2020-06-20,NL_GE_0232,0,47,,,,,,,
2020-06-20,NL_GE_0233,0,33,,,,,,,
2020-06-20,NL_GE_0243,0,43,,,,,,,
2020-06-20,NL_GE_0244,0,16,,,,,,,
2020-06-20,NL_GE_0246,0,54,,,,,,,
2020-06-20,NL_GE_0252,0,17,,,,,,,
2020-06-20,NL_GE_0262,0,14,,,,,,,
2020-06-20,NL_GE_0263,0,15,,,,,,,
2020-06-20,NL_GE_0267,0,22,,,,,,,
2020-06-20,NL_GE_0268,0,128,,,,,,,
2020-06-20,NL_GE_0269,0,40,,,,,,,
2020-06-20,NL_GE_0273,0,10,,,,,,,
2020-06-20,NL_GE_0274,0,14,,,,,,,
2020-06-20,NL_GE_0275,0,34,,,,,,,
2020-06-20,NL_GE_0277,0,1,,,,,,,
2020-06-20,NL_GE_0279,0,4,,,,,,,
2020-06-20,NL_GE_0281,0,42,,,,,,,
2020-06-20,NL_GE_0285,0,18,,,,,,,
2020-06-20,NL_GE_0289,0,20,,,,,,,
2020-06-20,NL_GE_0293,0,12,,,,,,,
2020-06-20,NL_GE_0294,0,7,,,,,,,
2020-06-20,NL_GE_0296,0,43,,,,,,,
2020-06-20,NL_GE_0297,0,20,,,,,,,
2020-06-20,NL_GE_0299,0,44,,,,,,,
2020-06-20,NL_GE_0301,0,31,,,,,,,
2020-06-20,NL_GE_0302,0,56,,,,,,,
2020-06-20,NL_GE_0668,0,19,,,,,,,
2020-06-20,NL_GE_1509,0,21,,,,,,,
2020-06-20,NL_GE_1586,0,17,,,,,,,
2020-06-20,NL_GE_1705,0,31,,,,,,,
2020-06-20,NL_GE_1734,0,57,,,,,,,
2020-06-20,NL_GE_1740,0,36,,,,,,,
2020-06-20,NL_GE_1859,0,13,,,,,,,
2020-06-20,NL_GE_1876,0,17,,,,,,,
2020-06-20,NL_GE_1945,0,29,,,,,,,
2020-06-20,NL_GE_1955,0,21,,,,,,,
2020-06-20,NL_GE_1960,0,43,,,,,,,
2020-06-20,NL_GR,0,74,,,,,,,
2020-06-20,NL_GR_0003,0,3,,,,,,,
2020-06-20,NL_GR_0010,0,6,,,,,,,
2020-06-20,NL_GR_0014,0,18,,,,,,,
2020-06-20,NL_GR_0024,0,0,,,,,,,
2020-06-20,NL_GR_0037,0,2,,,,,,,
2020-06-20,NL_GR_0047,0,2,,,,,,,
2020-06-20,NL_GR_0765,0,4,,,,,,,
2020-06-20,NL_GR_1895,0,7,,,,,,,
2020-06-20,NL_GR_1950,0,5,,,,,,,
2020-06-20,NL_GR_1952,0,6,,,,,,,
2020-06-20,NL_GR_1966,0,7,,,,,,,
2020-06-20,NL_GR_1969,0,14,,,,,,,
2020-06-20,NL_LI,1,1563,,,,,,,
2020-06-20,NL_LI_0882,0,52,,,,,,,
2020-06-20,NL_LI_0888,0,16,,,,,,,
2020-06-20,NL_LI_0889,0,20,,,,,,,
2020-06-20,NL_LI_0893,0,7,,,,,,,
2020-06-20,NL_LI_0899,0,44,,,,,,,
2020-06-20,NL_LI_0907,0,16,,,,,,,
2020-06-20,NL_LI_0917,0,125,,,,,,,
2020-06-20,NL_LI_0928,0,64,,,,,,,
2020-06-20,NL_LI_0935,1,187,,,,,,,
2020-06-20,NL_LI_0938,0,22,,,,,,,
2020-06-20,NL_LI_0944,0,6,,,,,,,
2020-06-20,NL_LI_0946,0,31,,,,,,,
2020-06-20,NL_LI_0957,0,59,,,,,,,
2020-06-20,NL_LI_0965,0,19,,,,,,,
2020-06-20,NL_LI_0971,0,43,,,,,,,
2020-06-20,NL_LI_0981,0,10,,,,,,,
2020-06-20,NL_LI_0983,0,129,,,,,,,
2020-06-20,NL_LI_0984,0,37,,,,,,,
2020-06-20,NL_LI_0986,0,17,,,,,,,
2020-06-20,NL_LI_0988,0,67,,,,,,,
2020-06-20,NL_LI_0994,0,19,,,,,,,
2020-06-20,NL_LI_1507,0,41,,,,,,,
2020-06-20,NL_LI_1640,0,52,,,,,,,
2020-06-20,NL_LI_1641,0,27,,,,,,,
2020-06-20,NL_LI_1669,0,28,,,,,,,
2020-06-20,NL_LI_1711,0,39,,,,,,,
2020-06-20,NL_LI_1729,0,21,,,,,,,
2020-06-20,NL_LI_1883,0,115,,,,,,,
2020-06-20,NL_LI_1894,0,144,,,,,,,
2020-06-20,NL_LI_1903,0,54,,,,,,,
2020-06-20,NL_LI_1954,0,52,,,,,,,
2020-06-20,NL_NB,0,2758,,,,,,,
2020-06-20,NL_NB_0743,0,18,,,,,,,
2020-06-20,NL_NB_0744,0,9,,,,,,,
2020-06-20,NL_NB_0748,0,24,,,,,,,
2020-06-20,NL_NB_0753,0,31,,,,,,,
2020-06-20,NL_NB_0755,0,35,,,,,,,
2020-06-20,NL_NB_0756,0,20,,,,,,,
2020-06-20,NL_NB_0757,0,24,,,,,,,
2020-06-20,NL_NB_0758,0,144,,,,,,,
2020-06-20,NL_NB_0762,0,55,,,,,,,
2020-06-20,NL_NB_0766,0,20,,,,,,,
2020-06-20,NL_NB_0770,0,26,,,,,,,
2020-06-20,NL_NB_0772,0,182,,,,,,,
2020-06-20,NL_NB_0777,0,40,,,,,,,
2020-06-20,NL_NB_0779,0,11,,,,,,,
2020-06-20,NL_NB_0784,0,20,,,,,,,
2020-06-20,NL_NB_0785,0,32,,,,,,,
2020-06-20,NL_NB_0786,0,21,,,,,,,
2020-06-20,NL_NB_0788,0,18,,,,,,,
2020-06-20,NL_NB_0794,0,115,,,,,,,
2020-06-20,NL_NB_0796,0,126,,,,,,,
2020-06-20,NL_NB_0797,0,44,,,,,,,
2020-06-20,NL_NB_0798,0,9,,,,,,,
2020-06-20,NL_NB_0809,0,24,,,,,,,
2020-06-20,NL_NB_0815,0,9,,,,,,,
2020-06-20,NL_NB_0820,0,18,,,,,,,
2020-06-20,NL_NB_0823,0,13,,,,,,,
2020-06-20,NL_NB_0824,0,23,,,,,,,
2020-06-20,NL_NB_0826,0,48,,,,,,,
2020-06-20,NL_NB_0828,0,164,,,,,,,
2020-06-20,NL_NB_0840,0,9,,,,,,,
2020-06-20,NL_NB_0845,0,36,,,,,,,
2020-06-20,NL_NB_0847,0,33,,,,,,,
2020-06-20,NL_NB_0848,0,31,,,,,,,
2020-06-20,NL_NB_0851,0,13,,,,,,,
2020-06-20,NL_NB_0855,0,249,,,,,,,
2020-06-20,NL_NB_0856,0,115,,,,,,,
2020-06-20,NL_NB_0858,0,19,,,,,,,
2020-06-20,NL_NB_0861,0,31,,,,,,,
2020-06-20,NL_NB_0865,0,42,,,,,,,
2020-06-20,NL_NB_0866,0,7,,,,,,,
2020-06-20,NL_NB_0867,0,36,,,,,,,
2020-06-20,NL_NB_0873,0,5,,,,,,,
2020-06-20,NL_NB_0879,0,24,,,,,,,
2020-06-20,NL_NB_1652,0,79,,,,,,,
2020-06-20,NL_NB_1655,0,14,,,,,,,
2020-06-20,NL_NB_1658,0,16,,,,,,,
2020-06-20,NL_NB_1659,0,41,,,,,,,
2020-06-20,NL_NB_1667,0,11,,,,,,,
2020-06-20,NL_NB_1674,0,28,,,,,,,
2020-06-20,NL_NB_1684,0,12,,,,,,,
2020-06-20,NL_NB_1685,0,39,,,,,,,
2020-06-20,NL_NB_1702,0,20,,,,,,,
2020-06-20,NL_NB_1706,0,63,,,,,,,
2020-06-20,NL_NB_1709,0,14,,,,,,,
2020-06-20,NL_NB_1719,0,18,,,,,,,
2020-06-20,NL_NB_1721,0,96,,,,,,,
2020-06-20,NL_NB_1723,0,18,,,,,,,
2020-06-20,NL_NB_1724,0,19,,,,,,,
2020-06-20,NL_NB_1728,0,21,,,,,,,
2020-06-20,NL_NB_1771,0,33,,,,,,,
2020-06-20,NL_NB_1948,0,211,,,,,,,
2020-06-20,NL_NB_1959,0,32,,,,,,,
2020-06-20,NL_NH,-1,1632,,,,,,,
2020-06-20,NL_NH_0358,0,9,,,,,,,
2020-06-20,NL_NH_0361,0,54,,,,,,,
2020-06-20,NL_NH_0362,0,58,,,,,,,
2020-06-20,NL_NH_0363,-1,619,,,,,,,
2020-06-20,NL_NH_0370,0,4,,,,,,,
2020-06-20,NL_NH_0373,0,16,,,,,,,
2020-06-20,NL_NH_0375,0,15,,,,,,,
2020-06-20,NL_NH_0376,0,8,,,,,,,
2020-06-20,NL_NH_0377,0,7,,,,,,,
2020-06-20,NL_NH_0383,0,15,,,,,,,
2020-06-20,NL_NH_0384,0,17,,,,,,,
2020-06-20,NL_NH_0385,0,25,,,,,,,
2020-06-20,NL_NH_0388,0,18,,,,,,,
2020-06-20,NL_NH_0392,0,61,,,,,,,
2020-06-20,NL_NH_0394,0,68,,,,,,,
2020-06-20,NL_NH_0396,0,28,,,,,,,
2020-06-20,NL_NH_0397,0,11,,,,,,,
2020-06-20,NL_NH_0398,0,27,,,,,,,
2020-06-20,NL_NH_0399,0,9,,,,,,,
2020-06-20,NL_NH_0400,0,12,,,,,,,
2020-06-20,NL_NH_0402,0,31,,,,,,,
2020-06-20,NL_NH_0405,0,35,,,,,,,
2020-06-20,NL_NH_0406,0,22,,,,,,,
2020-06-20,NL_NH_0415,0,3,,,,,,,
2020-06-20,NL_NH_0416,0,16,,,,,,,
2020-06-20,NL_NH_0417,0,8,,,,,,,
2020-06-20,NL_NH_0420,0,18,,,,,,,
2020-06-20,NL_NH_0431,0,11,,,,,,,
2020-06-20,NL_NH_0432,0,1,,,,,,,
2020-06-20,NL_NH_0437,0,5,,,,,,,
2020-06-20,NL_NH_0439,0,66,,,,,,,
2020-06-20,NL_NH_0441,0,19,,,,,,,
2020-06-20,NL_NH_0448,0,5,,,,,,,
2020-06-20,NL_NH_0450,0,5,,,,,,,
2020-06-20,NL_NH_0451,0,16,,,,,,,
2020-06-20,NL_NH_0453,0,32,,,,,,,
2020-06-20,NL_NH_0457,0,9,,,,,,,
2020-06-20,NL_NH_0473,0,10,,,,,,,
2020-06-20,NL_NH_0479,0,117,,,,,,,
2020-06-20,NL_NH_0498,0,4,,,,,,,
2020-06-20,NL_NH_0532,0,19,,,,,,,
2020-06-20,NL_NH_0852,0,16,,,,,,,
2020-06-20,NL_NH_0880,0,20,,,,,,,
2020-06-20,NL_NH_1598,0,6,,,,,,,
2020-06-20,NL_NH_1696,0,8,,,,,,,
2020-06-20,NL_NH_1911,0,26,,,,,,,
2020-06-20,NL_NH_1942,0,23,,,,,,,
2020-06-20,NL_OV,0,548,,,,,,,
2020-06-20,NL_OV_0141,0,23,,,,,,,
2020-06-20,NL_OV_0147,0,14,,,,,,,
2020-06-20,NL_OV_0148,0,16,,,,,,,
2020-06-20,NL_OV_0150,0,47,,,,,,,
2020-06-20,NL_OV_0153,0,53,,,,,,,
2020-06-20,NL_OV_0158,0,14,,,,,,,
2020-06-20,NL_OV_0160,0,23,,,,,,,
2020-06-20,NL_OV_0163,0,8,,,,,,,
2020-06-20,NL_OV_0164,0,21,,,,,,,
2020-06-20,NL_OV_0166,0,59,,,,,,,
2020-06-20,NL_OV_0168,0,7,,,,,,,
2020-06-20,NL_OV_0173,0,14,,,,,,,
2020-06-20,NL_OV_0175,0,9,,,,,,,
2020-06-20,NL_OV_0177,0,24,,,,,,,
2020-06-20,NL_OV_0180,0,8,,,,,,,
2020-06-20,NL_OV_0183,0,12,,,,,,,
2020-06-20,NL_OV_0189,0,5,,,,,,,
2020-06-20,NL_OV_0193,0,53,,,,,,,
2020-06-20,NL_OV_1700,0,12,,,,,,,
2020-06-20,NL_OV_1708,0,14,,,,,,,
2020-06-20,NL_OV_1735,0,15,,,,,,,
2020-06-20,NL_OV_1742,0,30,,,,,,,
2020-06-20,NL_OV_1773,0,12,,,,,,,
2020-06-20,NL_OV_1774,0,20,,,,,,,
2020-06-20,NL_OV_1896,0,35,,,,,,,
2020-06-20,NL_UT,1,879,,,,,,,
