key,population,life_expectancy,human_development_index
NL_NH_0377,1458,,
NL_NH_0383,666,,
NL_NH_0384,1352,,
NL_NH_0385,28583,,
NL_NH_0388,5206,,
NL_NH_0392,17438,,
NL_NH_0394,35644,,
NL_NH_0396,666,,
NL_NH_0397,25555,,
NL_NH_0398,1300,,
NL_NH_0399,923,,
NL_NH_0400,2505,,
NL_NH_0402,3541,,
NL_NH_0405,7490,,
NL_NH_0406,1820,,
NL_NH_0415,746,,
NL_NH_0416,8422,,
NL_NH_0417,2054,,
NL_NH_0420,2473,,
NL_NH_0431,921,,
NL_NH_0432,681,,
NL_NH_0437,1648,,
NL_NH_0439,2601,,
NL_NH_0441,1360,,
NL_NH_0448,4470,,
NL_NH_0450,1057,,
NL_NH_0451,4658,,
NL_NH_0453,67122,,
NL_NH_0457,3793,,
NL_NH_0473,713,,
NL_NH_0479,146940,,
NL_NH_0498,19335,,
NL_NH_0532,21402,,
NL_NH_0852,17140,,
NL_NH_0880,15801,,
NL_NH_1598,22082,,
NL_NH_1696,23312,,
NL_NH_1911,47815,,
NL_NH_1942,57715,,
NL_OV,1142360,,
NL_OV_0141,39574,,
NL_OV_0147,2587,,
NL_OV_0148,3617,,
NL_OV_0150,9621,,
NL_OV_0153,2400,,
NL_OV_0158,3932,,
NL_OV_0160,59689,,
NL_OV_0163,2727,,
NL_OV_0164,2812,,
NL_OV_0166,52398,,
NL_OV_0168,4029,,
NL_OV_0173,32156,,
NL_OV_0175,10471,,
NL_OV_0177,4347,,
NL_OV_0180,2948,,
NL_OV_0183,4402,,
NL_OV_0189,1428,,
NL_OV_0193,12790,,
NL_OV_1700,33727,,
NL_OV_1708,43281,,
NL_OV_1735,35573,,
NL_OV_1742,37433,,
NL_OV_1773,17502,,
NL_OV_1774,26067,,
NL_OV_1896,22018,,
NL_UT,1253672,,
NL_UT_0307,8688,,
NL_UT_0308,1199,,
NL_UT_0310,1055,,
NL_UT_0312,766,,
NL_UT_0313,970,,
NL_UT_0317,1173,,
NL_UT_0321,1142,,
NL_UT_0327,1137,,
NL_UT_0331,1160,,
NL_UT_0335,1893,,
NL_UT_0339,882,,
NL_UT_0340,2177,,
NL_UT_0342,1558,,
NL_UT_0344,33663,,
NL_UT_0345,2043,,
NL_UT_0351,1596,,
NL_UT_0352,1935,,
NL_UT_0353,2622,,
NL_UT_0355,1717,,
NL_UT_0356,60947,,
NL_UT_0589,1665,,
NL_UT_0632,2649,,
NL_UT_0736,34213,,
NL_UT_1581,48726,,
NL_UT_1904,64336,,
NL_UT_1961,55712,,
NL_ZE,380726,,
NL_ZE_0654,22707,,
NL_ZE_0664,37739,,
NL_ZE_0677,1920,,
NL_ZE_0678,7019,,
NL_ZE_0687,47939,,
NL_ZE_0703,21614,,
NL_ZE_0715,12557,,
NL_ZE_0716,1898,,
NL_ZE_0717,1275,,
NL_ZE_0718,4538,,
NL_ZE_1676,34203,,
NL_ZE_1695,7307,,
NL_ZE_1714,1210,,
NL_ZH,3577032,,
NL_ZH_0482,1228,,
NL_ZH_0484,20979,,
NL_ZH_0489,6986,,
NL_ZH_0501,3223,,
NL_ZH_0502,1034,,
NL_ZH_0503,12850,,
NL_ZH_0505,17387,,
NL_ZH_0512,5196,,
NL_ZH_0513,12336,,
NL_ZH_0518,509939,,
NL_ZH_0523,17535,,
NL_ZH_0530,1378,,
NL_ZH_0531,1640,,
NL_ZH_0534,1191,,
NL_ZH_0537,4055,,
NL_ZH_0542,6623,,
NL_ZH_0546,28532,,
NL_ZH_0547,974,,
NL_ZH_0553,1101,,
NL_ZH_0556,4265,,
NL_ZH_0569,1988,,
NL_ZH_0575,2399,,
NL_ZH_0579,883,,
NL_ZH_0590,1162,,
NL_ZH_0597,3103,,
NL_ZH_0599,631155,,
NL_ZH_0603,1584,,
NL_ZH_0606,9691,,
NL_ZH_0610,2885,,
NL_ZH_0613,24674,,
NL_ZH_0614,13992,,
NL_ZH_0622,6055,,
NL_ZH_0626,1080,,
NL_ZH_0627,8133,,
NL_ZH_0629,1872,,
NL_ZH_0637,807,,
NL_ZH_0638,1670,,
NL_ZH_0642,1093,,
NL_ZH_1525,35812,,
NL_ZH_1621,54090,,
NL_ZH_1783,99776,,
NL_ZH_1842,18154,,
NL_ZH_1884,25744,,
NL_ZH_1892,40521,,
NL_ZH_1901,34462,,
NL_ZH_1916,72068,,
NL_ZH_1924,49611,,
NL_ZH_1926,49286,,
NL_ZH_1930,84797,,
NL_ZH_1931,56048,,
NL_ZH_1963,86656,,
NL_ZH_1978,43858,,
NO,5367580,82.50976,0.953
NO_03,693494,,
NO_11,475654,,
NO_15,265392,,
NO_18,243385,,
NO_21,2668,,
NO_22,18,,
NO_30,1227305,,
NO_34,371054,,
NO_38,417711,,
NO_42,305244,,
NO_46,633117,,
NO_50,464060,,
NO_54,244326,,
NP,27797457,70.253,0.574
NR,13650,,
NU,1612,,
NZ,4942500,81.61244,0.917
OM,4829480,77.029,0.821
PA,860000,78.001,0.789
PE,29381884,74.983,0.75
PE_AMA,254560,,
PE_ANC,818289,,
PE_APU,323346,,
PE_ARE,706580,,
PE_AYA,503392,,
PE_CAJ,1045569,,
PE_CAL,994494,,
PE_CUS,832504,,
PE_HUC,484780,,
PE_HUV,346797,,
PE_ICA,433897,,
PE_JUN,852238,,
PE_LAL,964052,,
PE_LAM,674442,,
PE_LIM,4745877,,
PE_LMA,5706127,,
PE_LOR,482829,,
PE_MDD,33007,,
PE_MOQ,101585,,
PE_PAS,213125,,
PE_PIU,1125865,,
PE_PUN,885417,,
PE_SAM,319751,,
PE_TAC,143085,,
PE_TUM,103398,,
PE_UCA,200669,,
PF,275918,76.813,
PG,8251162,65.544,0.544
PH,104918090,69.094,0.699
PK,197015955,66.481,0.562
PK_BA,13162222,,
PK_GB,1155755,,
PK_IS,,,
PK_JK,4567982,,
PK_KP,26896829,,
PK_PB,101391000,,
PK_SD,55245497,,
PL,37986412,77.45122,0.865
PL_02,2909997,,
PL_04,2090836,,
PL_06,2151836,,
PL_08,1020767,,
PL_10,2508464,,
PL_12,3360581,,
PL_14,5492000,,
PL_16,1010203,,
PL_18,2129284,,
PL_20,1193348,,
PL_22,2290070,,
PL_24,4617000,,
PL_26,1241546,,
PL_28,1437812,,
PL_30,3495470,,
PL_32,1705533,,
PM,6057,,
PN,50,,
PR,3411307,79.78832,
PS,,,
PT,10600000,81.12683,0.847
PT_11,4196354,,
PT_15,438864,,
PT_16,,,
PT_17,,,
PT_18,,,
PT_20,246746,,
PT_30,267785,,
PW,21729,69.12927,0.798
PY,6811297,73.12,0.702
QA,2639211,78.184,0.856
RE,853659,,
RO,19586539,75.0122,0.811
RS,7022268,75.23902,0.787
RU,147500000,71.59293,0.824
RU_AD,453376,,
RU_ALT,2317052,,
RU_AMU,798424,,
RU_ARK,1155028,,
RU_AST,1014065,,
RU_BA,4063293,,
RU_BEL,1549876,,
RU_BRY,1210982,,
RU_BU,984511,,
RU_CE,1478726,,
RU_CHE,3493036,,
RU_CHU,49348,,
RU_CU,1223395,,
RU_DA,3111353,,
RU_IN,488043,,
RU_IRK,2404195,,
RU_IVA,1014646,,
RU_KAM,315557,,
RU_KB,868174,,
RU_KC,466305,,
RU_KDA,5675462,,
RU_KEM,2657758,,
RU_KGD,994599,,
RU_KGN,845537,,
RU_KHA,1328302,,
RU_KHM,1625501,,
RU_KIR,1283238,,
RU_KK,534079,,
RU_KL,275413,,
RU_KLU,1000070,,
RU_KO,840873,,
RU_KOS,643324,,
RU_KR,618056,,
RU_KRS,1115237,,
RU_KYA,2876497,,
RU_LEN,1813816,,
RU_LIP,1139371,,
RU_MAG,144091,,
RU_ME,679094,,
RU_MO,805056,,
RU_MOS,7503385,,
RU_MOW,12692466,,
RU_MUR,753557,,
RU_NEN,44110,,
RU_NGR,606476,,
RU_NIZ,3234752,,
RU_NVS,2788849,,
RU_OMS,1960081,,
RU_ORE,1977720,,
RU_ORL,747247,,
RU_PER,2599301,,
RU_PNZ,1331655,,
RU_PRI,1913037,,
RU_PSK,636546,,
RU_ROS,4197821,,
RU_RYA,1121474,,
RU_SA,970105,,
RU_SAK,488453,,
RU_SAM,3193514,,
RU_SAR,2462950,,
RU_SE,697064,,
RU_SMO,949348,,
RU_SPE,5351935,,
RU_STA,2803573,,
RU_SVE,4325256,,
RU_TA,3902642,,
RU_TAM,1033552,,
RU_TOM,1078280,,
RU_TUL,1491855,,
RU_TVE,1283873,,
RU_TY,321722,,
RU_TYU,3692400,,
RU_UD,1513044,,
RU_ULY,1246618,,
RU_VGG,2521276,,
RU_VLA,1358416,,
RU_VLG,1176689,,
RU_VOR,2333768,,
RU_YAN,538547,,
RU_YAR,1265684,,
RU_YEV,158381,,
RU_ZAB,1072806,,
RW,12208407,67.129,0.524
SA,33000000,74.561,0.853
SB,611343,70.726,0.546
SC,95843,74.30976,0.797
SD,30894000,64.486,0.502
SE,10343403,82.20488,0.933
SE_110,2383269,,
SE_121,385024,,
SE_122,298049,,
SE_123,465772,,
SE_124,304976,,
SE_125,276368,,
SE_211,363992,,
SE_212,201582,,
SE_213,245500,,
SE_214,59749,,
SE_221,159512,,
SE_224,1380983,,
SE_231,334601,,
SE_232,1728573,,
SE_311,282457,,
SE_312,287789,,
SE_313,287393,,
SE_321,245081,,
SE_322,130842,,
SE_331,272044,,
SE_332,249847,,
SG,5888926,82.79512,0.932
SH,4255,,
SI,2066880,80.77561,0.896
SJ,,,
SK,5439892,76.56341,0.855
SL,7557212,51.835,0.419
SM,33400,85.41707,
SN,15850567,67.146,0.505
SO,11031386,56.293,
SR,563402,71.405,0.72
SS,8260490,56.811,0.388
ST,204327,66.624,0.589
SV,6427479,73.512,0.674
SX,37132,73.05366,
SY,18499181,70.31,0.536
SZ,1367254,57.754,0.588
TC,33098,,
TD,15477751,52.903,0.404
TF,196,,
TG,7797694,60.232,0.503
TH,66188503,75.303,0.755
TJ,9200000,71.051,0.65
TK,1499,,
TL,1296311,68.881,0.625
TM,5850901,67.835,0.706
TN,11565204,75.731,0.735
TO,108020,73.029,0.726
TR,82003882,75.755,0.791
TT,1369125,70.673,0.784
TV,11192,,
TW,23593794,,
TZ,57310019,65.675,0.538
UA,42558328,71.47634,0.751
UA_40,448829,,
UA_43,1957801,,
UG,34634650,59.889,0.516
UM,316,,
US,325145963,78.69024,0.924
US_AK,738432,,
US_AK_02013,3341,,
US_AK_02016,5702,,
US_AK_02020,294356,,
US_AK_02050,17946,,
US_AK_02060,892,,
US_AK_02068,1919,,
US_AK_02070,4997,,
US_AK_02090,99631,,
US_AK_02100,2534,,
US_AK_02105,2133,,
US_AK_02110,32756,,
US_AK_02122,58059,,
US_AK_02130,13709,,
US_AK_02150,13889,,
US_AK_02158,8119,,
US_AK_02164,1563,,
US_AK_02170,101095,,
US_AK_02180,9846,,
US_AK_02185,9687,,
US_AK_02188,7752,,
US_AK_02195,3221,,
US_AK_02198,6341,,
US_AK_02220,8863,,
US_AK_02230,1057,,
US_AK_02240,6839,,
US_AK_02261,9362,,
US_AK_02275,2382,,
US_AK_02282,613,,
US_AK_02290,5533,,
US_AL,4858979,,
US_AL_01001,55347,,
US_AL_01003,203709,,
US_AL_01005,26489,,
US_AL_01007,22583,,
US_AL_01009,57673,,
US_AL_01011,10696,,
US_AL_01013,20154,,
US_AL_01015,115620,,
US_AL_01017,34123,,
US_AL_01019,25859,,
US_AL_01021,43943,,
US_AL_01023,13170,,
US_AL_01025,24675,,
US_AL_01027,13555,,
US_AL_01029,15018,,
US_AL_01031,51211,,
US_AL_01033,54354,,
US_AL_01035,12672,,
US_AL_01037,10724,,
US_AL_01039,37835,,
US_AL_01041,13963,,
US_AL_01043,82005,,
US_AL_01045,49565,,
US_AL_01047,41131,,
US_AL_01049,71130,,
US_AL_01051,81468,,
US_AL_01053,37789,,
US_AL_01055,103057,,
US_AL_01057,16759,,
US_AL_01059,31696,,
US_AL_01061,26777,,
US_AL_01063,8479,,
US_AL_01065,15068,,
US_AL_01067,17221,,
US_AL_01069,104173,,
US_AL_01071,52419,,
US_AL_01073,660367,,
US_AL_01075,13886,,
US_AL_01077,92596,,
US_AL_01079,33115,,
US_AL_01081,156993,,
US_AL_01083,91663,,
US_AL_01085,10458,,
US_AL_01087,19105,,
US_AL_01089,353089,,
US_AL_01091,20028,,
US_AL_01093,30168,,
US_AL_01095,94725,,
US_AL_01097,415395,,
US_AL_01099,21673,,
US_AL_01101,226519,,
US_AL_01103,119565,,
US_AL_01105,9652,,
US_AL_01107,20864,,
US_AL_01109,33046,,
US_AL_01111,22696,,
US_AL_01113,59660,,
US_AL_01115,87074,,
US_AL_01117,208713,,
US_AL_01119,13103,,
US_AL_01121,80862,,
US_AL_01123,40844,,
US_AL_01125,203976,,
US_AL_01127,65294,,
US_AL_01129,16804,,
US_AL_01131,11059,,
US_AL_01133,23877,,
US_AR,2978204,,
US_AR_05001,18433,,
US_AR_05003,20838,,
US_AR_05005,41307,,
US_AR_05007,249672,,
US_AR_05009,37222,,
US_AR_05011,11094,,
US_AR_05013,5229,,
US_AR_05015,27704,,
US_AR_05017,11027,,
US_AR_05019,22633,,
US_AR_05021,15109,,
US_AR_05023,25467,,
US_AR_05025,8311,,
US_AR_05027,24114,,
US_AR_05029,21019,,
US_AR_05031,104354,,
US_AR_05033,61703,,
US_AR_05035,48963,,
US_AR_05037,17284,,
US_AR_05039,7604,,
US_AR_05041,11965,,
US_AR_05043,18778,,
US_AR_05045,121552,,
US_AR_05047,17702,,
US_AR_05049,12204,,
US_AR_05051,97177,,
US_AR_05053,18102,,
US_AR_05055,44196,,
US_AR_05057,22084,,
US_AR_05059,33426,,
US_AR_05061,13300,,
US_AR_05063,37052,,
US_AR_05065,13445,,
US_AR_05067,17338,,
US_AR_05069,71565,,
US_AR_05071,26141,,
US_AR_05073,6996,,
US_AR_05075,16779,,
US_AR_05077,9650,,
US_AR_05079,13820,,
US_AR_05081,12472,,
US_AR_05083,21714,,
US_AR_05085,71645,,
US_AR_05087,15767,,
US_AR_05089,16185,,
US_AR_05091,43908,,
US_AR_05093,43738,,
US_AR_05095,7399,,
US_AR_05097,8970,,
US_AR_05099,8558,,
US_AR_05101,7913,,
US_AR_05103,24358,,
US_AR_05105,10189,,
US_AR_05107,19513,,
US_AR_05109,10824,,
US_AR_05111,24040,,
US_AR_05113,20216,,
US_AR_05115,63390,,
US_AR_05117,8291,,
US_AR_05119,392664,,
US_AR_05121,17469,,
US_AR_05123,26589,,
US_AR_05125,117460,,
US_AR_05127,10513,,
US_AR_05129,7869,,
US_AR_05131,127780,,
US_AR_05133,17290,,
US_AR_05135,16912,,
US_AR_05137,12456,,
US_AR_05139,40144,,
US_AR_05141,16771,,
US_AR_05143,225477,,
US_AR_05145,79161,,
US_AR_05147,6741,,
US_AR_05149,21713,,
US_AS,55689,,
US_AZ,6828065,,
US_AZ_04001,71474,,
US_AZ_04003,126427,,
US_AZ_04005,139097,,
US_AZ_04007,53159,,
US_AZ_04009,37666,,
US_AZ_04011,9529,,
US_AZ_04012,20152,,
US_AZ_04013,4167947,,
US_AZ_04015,204737,,
US_AZ_04017,108277,,
US_AZ_04019,1010025,,
US_AZ_04021,406584,,
US_AZ_04023,46461,,
US_AZ_04025,222255,,
US_AZ_04027,204275,,
US_CA,2668000,,
US_CA_06001,1660202,,
US_CA_06003,1129,,
US_CA_06005,39752,,
US_CA_06007,219186,,
US_CA_06009,45905,,
US_CA_06011,21547,,
US_CA_06013,1149363,,
US_CA_06015,27812,,
US_CA_06017,192843,,
US_CA_06019,999101,,
US_CA_06021,28393,,
US_CA_06023,135558,,
US_CA_06025,181215,,
US_CA_06027,18039,,
US_CA_06029,900202,,
US_CA_06031,152940,,
US_CA_06033,64386,,
US_CA_06035,30573,,
US_CA_06037,10039107,,
US_CA_06039,157327,,
US_CA_06041,263886,,
US_CA_06043,17203,,
US_CA_06045,86749,,
US_CA_06047,277680,,
US_CA_06049,8841,,
US_CA_06051,14444,,
US_CA_06053,434061,,
US_CA_06055,141294,,
US_CA_06057,99755,,
US_CA_06059,3175692,,
US_CA_06061,398329,,
US_CA_06063,18807,,
US_CA_06065,2470546,,
US_CA_06067,1552058,,
US_CA_06069,62808,,
US_CA_06071,2180085,,
US_CA_06073,3338330,,
US_CA_06075,864816,,
US_CA_06077,762148,,
US_CA_06079,283111,,
US_CA_06081,774155,,
US_CA_06083,446499,,
US_CA_06085,1956598,,
US_CA_06087,273213,,
US_CA_06089,180080,,
US_CA_06091,3005,,
US_CA_06093,43539,,
US_CA_06095,439793,,
US_CA_06097,503332,,
US_CA_06099,550660,,
US_CA_06101,96971,,
US_CA_06103,65084,,
US_CA_06105,12285,,
US_CA_06107,466195,,
US_CA_06109,54478,,
US_CA_06111,846006,,
US_CA_06113,220500,,
US_CA_06115,78668,,
US_CO,5456574,,
US_CO_08001,491337,,
US_CO_08003,16496,,
US_CO_08005,631096,,
US_CO_08007,12352,,
US_CO_08009,3615,,
US_CO_08011,5830,,
US_CO_08013,319372,,
US_CO_08014,65065,,
US_CO_08015,18658,,
US_CO_08017,1829,,
US_CO_08019,9303,,
US_CO_08021,8130,,
US_CO_08023,3584,,
US_CO_08025,5562,,
US_CO_08027,4445,,
US_CO_08029,29979,,
US_CO_08031,4749,,
US_CO_08033,1978,,
US_CO_08035,322387,,
US_CO_08037,53605,,
US_CO_08039,24735,,
US_CO_08041,674471,,
US_CO_08043,46692,,
US_CO_08045,58095,,
US_CO_08047,5828,,
US_CO_08049,14615,,
US_CO_08051,16067,,
US_CO_08053,774,,
US_CO_08055,6492,,
US_CO_08057,1356,,
US_CO_08059,565524,,
US_CO_08061,1423,,
US_CO_08063,7758,,
US_CO_08065,7485,,
US_CO_08067,54688,,
US_CO_08069,333577,,
US_CO_08071,14058,,
US_CO_08073,5557,,
US_CO_08075,22036,,
US_CO_08077,148513,,
US_CO_08079,726,,
US_CO_08081,12937,,
US_CO_08083,26168,,
US_CO_08085,40946,,
US_CO_08087,28360,,
US_CO_08089,18343,,
US_CO_08091,4691,,
US_CO_08093,16510,,
US_CO_08095,4349,,
US_CO_08097,17787,,
US_CO_08099,11954,,
US_CO_08101,163591,,
US_CO_08103,6571,,
US_CO_08105,11543,,
US_CO_08107,24130,,
US_CO_08109,6251,,
US_CO_08111,701,,
US_CO_08113,7879,,
US_CO_08115,2399,,
US_CO_08117,30257,,
US_CO_08119,23385,,
US_CO_08121,4864,,
US_CO_08123,285174,,
US_CO_08125,10146,,
US_CT,3590886,,
US_CT_09001,948053,,
US_CT_09003,895841,,
US_CT_09005,183603,,
US_CT_09007,164063,,
US_CT_09009,859470,,
US_CT_09011,271863,,
US_CT_09013,151420,,
US_CT_09015,116573,,
US_DC,705749,,
US_DC_11001,705749,,
US_DE,945934,,
US_DE_10001,173533,,
US_DE_10003,556779,,
US_DE_10005,215622,,
US_FL,20271272,,
US_FL_12001,259964,,
US_FL_12003,27420,,
US_FL_12005,181635,,
US_FL_12007,26928,,
US_FL_12009,568088,,
US_FL_12011,1896425,,
US_FL_12013,14462,,
US_FL_12015,173115,,
US_FL_12017,141058,,
US_FL_12019,203967,,
US_FL_12021,357305,,
US_FL_12023,68348,,
US_FL_12027,35458,,
US_FL_12029,16203,,
US_FL_12031,913010,,
US_FL_12033,311003,,
US_FL_12035,105392,,
US_FL_12037,11761,,
US_FL_12039,46036,,
US_FL_12041,17199,,
US_FL_12043,13670,,
US_FL_12045,15871,,
US_FL_12047,14295,,
US_FL_12049,27502,,
US_FL_12051,39119,,
US_FL_12053,178439,,
US_FL_12055,99491,,
US_FL_12057,1349050,,
US_FL_12059,19324,,
US_FL_12061,147919,,
US_FL_12063,48599,,
US_FL_12065,14081,,
US_FL_12067,8663,,
US_FL_12069,325875,,
US_FL_12071,701982,,
US_FL_12073,286272,,
US_FL_12075,39832,,
US_FL_12077,8331,,
US_FL_12079,18408,,
US_FL_12081,363369,,
US_FL_12083,343254,,
US_FL_12085,156283,,
US_FL_12086,2693117,,
US_FL_12087,77482,,
US_FL_12089,78444,,
US_FL_12091,198664,,
US_FL_12093,39469,,
US_FL_12095,1288126,,
US_FL_12097,323993,,
US_FL_12099,1422789,,
US_FL_12101,497909,,
US_FL_12103,949827,,
US_FL_12105,650092,,
US_FL_12107,72023,,
US_FL_12109,226640,,
US_FL_12111,298563,,
US_FL_12113,167040,,
US_FL_12115,325957,,
US_FL_12117,449144,,
US_FL_12119,118891,,
US_FL_12121,43760,,
US_FL_12123,22493,,
US_FL_12125,15234,,
US_FL_12127,517887,,
US_FL_12129,31535,,
US_FL_12131,63508,,
US_FL_12133,24687,,
US_GA,10214860,,
US_GA_13001,18454,,
US_GA_13003,8398,,
US_GA_13005,11299,,
US_GA_13007,3180,,
US_GA_13009,45459,,
US_GA_13011,18495,,
US_GA_13013,75370,,
US_GA_13015,102747,,
US_GA_13017,17403,,
US_GA_13019,18963,,
US_GA_13021,153721,,
US_GA_13023,12243,,
US_GA_13025,18455,,
US_GA_13027,15658,,
US_GA_13029,35137,,
US_GA_13031,72651,,
US_GA_13033,22745,,
US_GA_13035,23593,,
US_GA_13037,6479,,
US_GA_13039,52102,,
US_GA_13043,9577,,
US_GA_13045,114545,,
US_GA_13047,66050,,
US_GA_13049,12965,,
US_GA_13051,286956,,
US_GA_13053,11368,,
US_GA_13055,24922,,
US_GA_13057,235900,,
US_GA_13059,123912,,
US_GA_13061,3141,,
US_GA_13063,273955,,
US_GA_13065,6893,,
US_GA_13067,741334,,
US_GA_13069,43108,,
US_GA_13071,45844,,
US_GA_13073,144052,,
US_GA_13075,17124,,
US_GA_13077,138427,,
US_GA_13079,12388,,
US_GA_13081,22881,,
US_GA_13083,16264,,
US_GA_13085,23312,,
US_GA_13087,27174,,
US_GA_13089,734871,,
US_GA_13091,20882,,
US_GA_13093,14035,,
US_GA_13095,91332,,
US_GA_13097,140733,,
US_GA_13099,10575,,
US_GA_13101,4040,,
US_GA_13103,57106,,
US_GA_13105,19364,,
US_GA_13107,22708,,
US_GA_13109,10787,,
US_GA_13111,24303,,
US_GA_13113,110714,,
US_GA_13115,96504,,
US_GA_13117,212438,,
US_GA_13119,22311,,
US_GA_13121,1010562,,
US_GA_13123,29400,,
US_GA_13125,3065,,
US_GA_13127,83579,,
US_GA_13129,56574,,
US_GA_13131,25205,,
US_GA_13133,16710,,
US_GA_13135,895823,,
US_GA_13137,43996,,
US_GA_13139,193535,,
US_GA_13141,8551,,
US_GA_13143,28854,,
US_GA_13145,33381,,
US_GA_13147,25534,,
US_GA_13149,11539,,
US_GA_13151,217739,,
US_GA_13153,150033,,
US_GA_13155,9245,,
US_GA_13157,63360,,
US_GA_13159,13635,,
US_GA_13161,14920,,
US_GA_13163,16106,,
US_GA_13165,8957,,
US_GA_13167,9656,,
US_GA_13169,28494,,
US_GA_13171,18201,,
US_GA_13173,10312,,
US_GA_13175,47731,,
US_GA_13177,29202,,
US_GA_13179,62467,,
US_GA_13181,7673,,
US_GA_13183,17731,,
US_GA_13185,112865,,
US_GA_13187,31408,,
US_GA_13189,21540,,
US_GA_13191,13969,,
US_GA_13193,13632,,
US_GA_13195,28441,,
US_GA_13197,8761,,
US_GA_13199,21190,,
US_GA_13201,5854,,
US_GA_13205,22574,,
US_GA_13207,27103,,
US_GA_13209,8951,,
US_GA_13211,18046,,
US_GA_13213,39565,,
US_GA_13215,200579,,
US_GA_13217,105473,,
US_GA_13219,35965,,
US_GA_13221,14871,,
US_GA_13223,152238,,
US_GA_13225,26720,,
US_GA_13227,30309,,
US_GA_13229,19103,,
US_GA_13231,17941,,
US_GA_13233,41524,,
US_GA_13235,11396,,
US_GA_13237,21353,,
US_GA_13239,2302,,
US_GA_13241,16281,,
US_GA_13243,7193,,
US_GA_13245,201793,,
US_GA_13247,88856,,
US_GA_13249,5168,,
US_GA_13251,14162,,
US_GA_13253,8647,,
US_GA_13255,64051,,
US_GA_13257,25586,,
US_GA_13259,5851,,
US_GA_13261,30779,,
US_GA_13263,6337,,
US_GA_13265,1639,,
US_GA_13267,25229,,
US_GA_13269,8330,,
US_GA_13271,16400,,
US_GA_13273,9113,,
US_GA_13275,45063,,
US_GA_13277,40571,,
US_GA_13279,27241,,
US_GA_13281,11182,,
US_GA_13283,6785,,
US_GA_13285,69763,,
US_GA_13287,8214,,
US_GA_13289,8390,,
US_GA_13291,22267,,
US_GA_13293,26368,,
US_GA_13295,68066,,
US_GA_13297,88399,,
US_GA_13299,35370,,
US_GA_13301,5460,,
US_GA_13303,20816,,
US_GA_13305,29534,,
US_GA_13307,2648,,
US_GA_13309,7903,,
US_GA_13311,28319,,
US_GA_13313,104216,,
US_GA_13315,8857,,
US_GA_13317,9867,,
US_GA_13319,9155,,
US_GA_13321,20699,,
US_GU,162742,79.575,
US_HI,1431603,,
US_HI_15001,196428,,
US_HI_15003,998714,,
US_HI_15005,89,,
US_HI_15007,71735,,
US_HI_15009,164637,,
US_IA,3123899,,
US_IA_19001,7228,,
US_IA_19003,3796,,
US_IA_19005,13886,,
US_IA_19007,12529,,
US_IA_19009,5773,,
US_IA_19011,25658,,
US_IA_19013,128013,,
US_IA_19015,26643,,
US_IA_19017,24722,,
US_IA_19019,21062,,
US_IA_19021,20493,,
US_IA_19023,14915,,
US_IA_19025,9818,,
US_IA_19027,20498,,
US_IA_19029,13427,,
US_IA_19031,18340,,
US_IA_19033,43017,,
US_IA_19035,11574,,
US_IA_19037,12097,,
US_IA_19039,9259,,
US_IA_19041,16507,,
US_IA_19043,17644,,
US_IA_19045,47768,,
US_IA_19047,17094,,
US_IA_19049,23058,,
US_IA_19051,8769,,
US_IA_19053,8220,,
US_IA_19055,17403,,
US_IA_19057,40055,,
US_IA_19059,17111,,
US_IA_19061,97125,,
US_IA_19063,9769,,
US_IA_19065,20257,,
US_IA_19067,15960,,
US_IA_19069,10295,,
US_IA_19071,6906,,
US_IA_19073,9027,,
US_IA_19075,12435,,
US_IA_19077,10676,,
US_IA_19079,15190,,
US_IA_19081,10974,,
US_IA_19083,17367,,
US_IA_19085,14265,,
US_IA_19087,19950,,
US_IA_19089,9410,,
US_IA_19091,9555,,
US_IA_19093,7028,,
US_IA_19095,16401,,
US_IA_19097,19444,,
US_IA_19099,36827,,
US_IA_19101,17555,,
US_IA_19103,144251,,
US_IA_19105,20466,,
US_IA_19107,10163,,
US_IA_19109,15165,,
US_IA_19111,35089,,
US_IA_19113,219916,,
US_IA_19115,11185,,
US_IA_19117,8682,,
US_IA_19119,11763,,
US_IA_19121,15753,,
US_IA_19123,22324,,
US_IA_19125,33294,,
US_IA_19127,40746,,
US_IA_19129,14844,,
US_IA_19131,10832,,
US_IA_19133,17980,,
US_IA_19135,7973,,
US_IA_19137,10234,,
US_IA_19139,28242,,
US_IA_19141,13984,,
US_IA_19143,8725,,
US_IA_19145,15527,,
US_IA_19147,9133,,
US_IA_19149,22209,,
US_IA_19151,15339,,
US_IA_19153,467711,,
US_IA_19155,93671,,
US_IA_19157,19589,,
US_IA_19159,5068,,
US_IA_19161,10021,,
US_IA_19163,172126,,
US_IA_19165,11927,,
US_IA_19167,34937,,
US_IA_19169,96021,,
US_IA_19171,17337,,
US_IA_19173,6205,,
US_IA_19175,12469,,
US_IA_19177,7344,,
US_IA_19179,35173,,
US_IA_19181,48626,,
US_IA_19183,22247,,
US_IA_19185,6385,,
US_IA_19187,40235,,
US_IA_19189,10609,,
US_IA_19191,20709,,
US_IA_19193,102782,,
US_IA_19195,7569,,
US_IA_19197,12773,,
US_ID,1654930,,
US_ID_16001,434211,,
US_ID_16003,3843,,
US_ID_16005,83744,,
US_ID_16007,5922,,
US_ID_16009,9052,,
US_ID_16011,44990,,
US_ID_16013,21592,,
US_ID_16015,7058,,
US_ID_16017,41859,,
US_ID_16019,110089,,
US_ID_16021,11318,,
